PREQ-20260701-0021,全部付款,应付货款,徐州徐工新能源汽车有限公司,988200,988200.0,PPS-202605-1122,LDJT-2026-014-CX-10669,侯马市畅行汽车服务有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-07-01,戚德慧,商业承兑汇票,已付款,988200,2026-07-01,--,--
PREQ-20260701-0005,全部付款,应付货款,徐州徐工新能源汽车有限公司,3294000,3294000.0,PPS-202606-005,LDJT-2026-014-HYYD-12149,山西鸿运亿达汽车销售服务有限公司,采购业务,--,--,--,事业二部一组,张磊磊,2026-07-01,戚德慧,商业承兑汇票,已付款,3294000,2026-07-01,--,--
PREQ-20260701-0003,全部付款,应付货款,山西龙城跨越贸易有限公司,658800,658800.0,PPS-202606-1303,LDJT-2026-014-LCKY-13847,山西龙城跨越贸易有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-07-01,戚德慧,商业承兑汇票,已付款,658800,2026-07-01,--,--
PREQ-20260629-0027,全部付款,应付货款,徐州徐工新能源汽车有限公司,3294000,3294000.0,PPS-202605-1843,LDJT-2026-014-HRCT-09611,陕西鸿瑞诚泰工贸有限公司,采购业务,--,--,--,事业二部五组,朱子煜,2026-06-29,戚德慧,商业承兑汇票,已付款,3294000,2026-06-30,--,--
PREQ-20260629-0026,全部付款,应付货款,运城市昊通汽贸有限公司,1976400,1976400.0,PPS-202606-395,LDJT-2026-014-HTQM-12783,运城市昊通汽贸有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-29,戚德慧,商业承兑汇票,已付款,1976400,2026-06-30,--,--
PREQ-20260629-0025,全部付款,应付货款,质子汽车科技有限公司,658800,658800.0,PPS-202511-740,LDJT-2025-014-YLSTJY-28533,榆林顺泰捷运输有限责任公司,采购业务,--,--,--,事业二部五组,陈毓甲,2026-06-29,戚德慧,汇款,已付款,97885,2026-06-30,--,--
PREQ-20260629-0025,全部付款,应付货款,质子汽车科技有限公司,658800,658800.0,PPS-202511-740,LDJT-2025-014-YLSTJY-28533,榆林顺泰捷运输有限责任公司,采购业务,--,--,--,事业二部五组,陈毓甲,2026-06-29,戚德慧,商业承兑汇票,已付款,560915,2026-06-30,--,--
PREQ-20260629-0014,全部付款,应付货款,徐州徐工新能源汽车有限公司,1647000,1647000.0,PPS-202606-713,LDJT-2026-014-EHYS-13061,大同市二红运输有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-29,戚德慧,商业承兑汇票,已付款,1647000,2026-06-30,--,--
PREQ-20260629-0010,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202605-1774,LDJT-2026-014-SXJH-09158,山西嘉海运输有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-29,戚德慧,商业承兑汇票,已付款,329400,2026-06-30,--,--
PREQ-20260629-0007,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202603-587,LDJT-2026-014-SXJCA-04196,陕西锦城安汽车销售服务有限公司,采购业务,--,--,--,事业二部四组,宋晋,2026-06-29,戚德慧,商业承兑汇票,已付款,329400,2026-06-30,--,--
PREQ-20260629-0012,全部付款,应付货款,山西恒通兴业贸易有限公司,1317600,1317600.0,PPS-202605-614,LDJT-2026-014-HTXY-10026,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-29,戚德慧,汇款,已付款,1317600,2026-06-30,--,--
PREQ-20260629-0009,全部付款,应付货款,陕西重型汽车有限公司,1317600,1317600.0,PPS-202604-2090,LDJT-2026-014-HYJT-03870,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-29,戚德慧,商业承兑汇票,已付款,1317600,2026-06-30,--,--
PREQ-20260624-0047,全部付款,应付货款,山西鑫鸿翼汽车销售服务有限公司,361338,361338.0,PPS-202605-034,LDJT-2026-014-XHY-04001,山西鑫鸿翼汽车销售服务有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-29,戚德慧,汇款,已付款,361338,2026-06-30,--,--
PREQ-20260624-0045,全部付款,应付货款,山西博信天源汽车贸易有限公司,329400,329400.0,PPS-202605-1248,LDJT-2026-014-SXBXTY-10330,山西博信天源汽车贸易有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-29,戚德慧,汇款,已付款,329400,2026-06-30,--,--
PREQ-20260624-0046,全部付款,应付货款,山西鑫鸿翼汽车销售服务有限公司,363300,363300.0,PPS-202605-038,LDJT-2026-014-SYYS-00035,曲沃县晟远运输有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-29,戚德慧,汇款,已付款,363300,2026-06-30,--,--
PREQ-20260626-0056,全部付款,应付货款,运城市昊通汽贸有限公司,329400,329400.0,PPS-202606-488,LDJT-2026-014-HTQM-12480,运城市昊通汽贸有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-26,戚德慧,商业承兑汇票,已付款,329400,2026-06-29,--,--
PREQ-20260626-0044,全部付款,应付货款,山西忻胜通用汽车科技有限公司,658800,658800.0,PPS-202605-1954,LDJT-2026-014-XSTY-11615,山西忻胜通用汽车科技有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-26,戚德慧,商业承兑汇票,已付款,658800,2026-06-29,--,--
PREQ-20260626-0061,全部付款,应付货款,陕西重型汽车有限公司,616200,616200.0,PPS-202606-1322,LDJT-2026-014-HYJT-12965,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-26,戚德慧,商业承兑汇票,已付款,616200,2026-06-29,--,--
PREQ-20260626-0058,全部付款,应付货款,山西晨阳世佳汽车贸易有限公司,988200,988200.0,PPS-202605-1862,LDJT-2026-014-CYSJ-11643,山西晨阳世佳汽车贸易有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-26,戚德慧,汇款,已付款,988200,2026-06-29,--,--
PREQ-20260626-0048,全部付款,应付货款,徐州徐工新能源汽车有限公司,2305800,2305800.0,PPS-202605-1120,LDJT-2026-014-CX-10666,侯马市畅行汽车服务有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-26,戚德慧,商业承兑汇票,已付款,2305800,2026-06-29,--,--
PREQ-20260626-0015,全部付款,应付货款,徐州徐工新能源汽车有限公司,658800,658800.0,PPS-202606-010,LDJT-2026-014-EHYS-12218,大同市二红运输有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-26,戚德慧,商业承兑汇票,已付款,658800,2026-06-26,--,--
PREQ-20260626-0011,全部付款,应付货款,徐州徐工新能源汽车有限公司,1976400,1976400.0,PPS-202604-2191,LDJT-2026-014-HCSM-08014,大同市禾成商贸有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-26,戚德慧,商业承兑汇票,已付款,1976400,2026-06-26,--,--
PREQ-20260626-0008,全部付款,应付货款,长治市鸿元汽车销售服务有限公司,329400,329400.0,PPS-202605-1026,LDJT-2026-014-CZSHY-10251,长治市鸿元汽车销售服务有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-26,戚德慧,汇款,已付款,329400,2026-06-26,--,--
PREQ-20260626-0002,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202606-1519,LDJT-2026-014-HYJT-10575,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-26,戚德慧,商业承兑汇票,已付款,329400,2026-06-26,--,--
PREQ-20260626-0014,全部付款,应付货款,徐州徐工新能源汽车有限公司,658800,658800.0,PPS-202605-1634,LDJT-2026-014-SXJH-10940,山西嘉海运输有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-26,戚德慧,商业承兑汇票,已付款,658800,2026-06-26,--,--
PREQ-20260626-0012,全部付款,应付货款,陕西重型汽车有限公司,988200,988200.0,PPS-202606-743,LDJT-2026-014-HYJT-12593,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-26,戚德慧,商业承兑汇票,已付款,988200,2026-06-26,--,--
PREQ-20260626-0010,全部付款,应付货款,徐州徐工新能源汽车有限公司,1647000,1647000.0,PPS-202604-2021,LDJT-2026-014-HCSM-08319,大同市禾成商贸有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-26,戚德慧,商业承兑汇票,已付款,1647000,2026-06-26,--,--
PREQ-20260626-0007,全部付款,应付货款,徐州徐工新能源汽车有限公司,988200,988200.0,PPS-202606-009,LDJT-2026-014-HCSM-12233,大同市禾成商贸有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-26,戚德慧,商业承兑汇票,已付款,988200,2026-06-26,--,--
PREQ-20260625-0060,全部付款,应付货款,质子汽车科技有限公司,2305800,2305800.0,PPS-202512-2900,LDJT-2025-014-XRCQC-34253,山西祥荣臣汽车运输有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-25,戚德慧,汇款,已付款,2305800,2026-06-26,--,--
PREQ-20260625-0054,全部付款,应付货款,徐州徐工新能源汽车有限公司,2164000,2164000.0,PPS-202605-1988,LDJT-2026-014-KMXNY-12268,临沧快马新能源科技有限公司,采购业务,--,--,--,事业三部西南营销二组,任道斌,2026-06-25,戚德慧,商业承兑汇票,已付款,2164000,2026-06-26,--,--
PREQ-20260625-0050,全部付款,应付货款,陕西重型汽车有限公司,658800,658800.0,PPS-202606-510,LDJT-2026-014-JZZB-11728,晋中众邦汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-25,戚德慧,商业承兑汇票,已付款,658800,2026-06-25,--,--
PREQ-20260625-0018,全部付款,应付货款,陕西重型汽车有限公司,658800,658800.0,PPS-202606-257,LDJT-2026-014-JZZB-12073,晋中众邦汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-25,戚德慧,商业承兑汇票,已付款,658800,2026-06-25,--,--
PREQ-20260625-0017,全部付款,应付货款,山西恒通兴业贸易有限公司,329400,329400.0,PPS-202605-1062,LDJT-2026-014-HTXY-10354,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,汇款,已付款,329400,2026-06-25,--,--
PREQ-20260625-0014,全部付款,应付货款,质子汽车科技有限公司,329400,329400.0,PPS-202606-718,LDJT-2026-014-SXSQ-12735,山西晟强贸易有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-25,戚德慧,汇款,已付款,48942.5,2026-06-25,--,--
PREQ-20260625-0014,全部付款,应付货款,质子汽车科技有限公司,329400,329400.0,PPS-202606-718,LDJT-2026-014-SXSQ-12735,山西晟强贸易有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-25,戚德慧,商业承兑汇票,已付款,280457.5,2026-06-25,--,--
PREQ-20260625-0011,全部付款,应付货款,徐州徐工新能源汽车有限公司,1647000,1647000.0,PPS-202606-265,LDJT-2026-014-SXSZ-11850,山西森章商贸有限公司,采购业务,--,--,--,事业二部一组,范雨农,2026-06-25,戚德慧,商业承兑汇票,已付款,1647000,2026-06-25,--,--
PREQ-20260625-0008,全部付款,应付货款,大同市睿亿宏德汽贸有限责任公司,1647000,1647000.0,PPS-202605-1636,LDJT-2026-014-RYHD-10958,大同市睿亿宏德汽贸有限责任公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,汇款,已付款,1647000,2026-06-25,--,--
PREQ-20260625-0016,全部付款,应付货款,质子汽车科技有限公司,329400,329400.0,PPS-202606-718,LDJT-2026-014-SXSQ-12751,山西晟强贸易有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-25,戚德慧,汇款,已付款,48942.5,2026-06-25,--,--
PREQ-20260625-0016,全部付款,应付货款,质子汽车科技有限公司,329400,329400.0,PPS-202606-718,LDJT-2026-014-SXSQ-12751,山西晟强贸易有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-25,戚德慧,商业承兑汇票,已付款,280457.5,2026-06-25,--,--
PREQ-20260625-0015,全部付款,应付货款,集瑞联合重工有限公司,1647000,1647000.0,PPS-202603-1810,LDJT-2026-014-ZYCS-05848,陕西中烨长顺建设工程有限公司,采购业务,--,--,--,事业二部四组,宋晋,2026-06-25,戚德慧,商业承兑汇票,已付款,1647000,2026-06-25,--,--
PREQ-20260625-0013,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202605-1550,LDJT-2026-014-EHYS-10732,大同市二红运输有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260625-0012,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202606-638,LDJT-2026-014-JZZB-12595,晋中众邦汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-25,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260625-0010,全部付款,应付货款,山西华源晋通汽贸有限公司,329400,329400.0,PPS-202604-2012,LDJT-2026-014-HYJT-04363,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-25,戚德慧,汇款,已付款,329400,2026-06-25,--,--
PREQ-20260625-0009,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202606-258,LDJT-2026-014-HYJT-09744,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-25,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260625-0006,全部付款,应付货款,山西恒通兴业贸易有限公司,329400,329400.0,PPS-202605-1765,LDJT-2026-014-HTXY-10528,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,汇款,已付款,329400,2026-06-25,--,--
PREQ-20260625-0005,全部付款,应付货款,山西恒通兴业贸易有限公司,329400,329400.0,PPS-202605-1555,LDJT-2026-014-HTXY-10570,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,汇款,已付款,329400,2026-06-25,--,--
PREQ-20260625-0007,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202606-225,LDJT-2026-014-HYJT-09724,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-25,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260625-0004,全部付款,应付货款,山西恒通兴业贸易有限公司,329400,329400.0,PPS-202605-1127,LDJT-2026-014-HTXY-10520,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,汇款,已付款,329400,2026-06-25,--,--
PREQ-20260625-0003,全部付款,应付货款,山西恒通兴业贸易有限公司,658800,658800.0,PPS-202605-611,LDJT-2026-014-HTXY-10021,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-25,戚德慧,汇款,已付款,658800,2026-06-25,--,--
PREQ-20260624-0055,全部付款,应付货款,陕西重型汽车有限公司,308100,308100.0,PPS-202604-2180,LDJT-2026-014-SXZK-08743,陕西重卡专用车有限公司,采购业务,--,--,--,事业二部四组,蒙迪,2026-06-24,戚德慧,商业承兑汇票,已付款,308100,2026-06-25,--,--
PREQ-20260624-0051,全部付款,应付货款,陕西重型汽车有限公司,616200,616200.0,PPS-202605-1921,LDJT-2026-014-HYJT-11350,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-24,戚德慧,商业承兑汇票,已付款,616200,2026-06-25,--,--
PREQ-20260624-0048,全部付款,应付货款,山西华源晋通汽贸有限公司,988200,988200.0,PPS-202604-1943,LDJT-2026-014-HYJT-04651,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-24,戚德慧,汇款,已付款,988200,2026-06-25,--,--
PREQ-20260624-0042,全部付款,应付货款,山西恒通兴业贸易有限公司,329400,329400.0,PPS-202605-1554,LDJT-2026-014-HTXY-10756,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-24,戚德慧,汇款,已付款,329400,2026-06-25,--,--
PREQ-20260624-0040,全部付款,应付货款,山西恒通兴业贸易有限公司,658800,658800.0,PPS-202605-616,LDJT-2026-014-HTXY-10010,山西恒通兴业贸易有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-24,戚德慧,汇款,已付款,658800,2026-06-25,--,--
PREQ-20260624-0037,全部付款,应付货款,山西诺维兰集团晋中瑞昌汽车销售服务有限公司,658800,658800.0,PPS-202606-779,LDJT-2026-014-JZRC-10158,山西诺维兰集团晋中瑞昌汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-24,戚德慧,汇款,已付款,658800,2026-06-25,--,--
PREQ-20260624-0053,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202606-1319,LDJT-2026-014-JWZH-13949,运城市经纬纵横汽车销售服务有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-24,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260624-0052,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202605-1863,LDJT-2026-014-JZHJQC-10769,晋中航晋汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-24,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260624-0044,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202606-249,LDJT-2026-014-HYJT-10478,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-24,戚德慧,商业承兑汇票,已付款,329400,2026-06-25,--,--
PREQ-20260622-0065,全部付款,应付货款,晋中百通汇汽车销售服务有限公司,1647000,1647000.0,PPS-202605-1917,LDJT-2026-014-JZBTH-11995,晋中百通汇汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,田若成,2026-06-22,戚德慧,商业承兑汇票,已付款,1647000,2026-06-23,--,--
PREQ-20260622-0034,全部付款,应付货款,陕西重型汽车有限公司,988200,988200.0,PPS-202605-626,LDJT-2026-014-JZZB-09752,晋中众邦汽车销售服务有限公司,采购业务,--,--,--,事业二部二组,尚勇磊,2026-06-22,戚德慧,商业承兑汇票,已付款,988200,2026-06-23,--,--
PREQ-20260622-0017,全部付款,应付货款,陕西重型汽车有限公司,1540500,1540500.0,PPS-202605-1188,LDJT-2026-014-HYJT-09610,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-22,戚德慧,商业承兑汇票,已付款,1540500,2026-06-23,--,--
PREQ-20260618-0027,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202605-1270,LDJT-2026-014-HYJT-09902,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-18,戚德慧,商业承兑汇票,已付款,329400,2026-06-22,--,--
PREQ-20260618-0023,全部付款,应付货款,质子汽车科技有限公司,329400,329400.0,PPS-202601-855,LDJT-2025-014-HYWL-35786,山西鸿远物流有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-18,戚德慧,汇款,已付款,329400,2026-06-22,--,--
PREQ-20260618-0029,全部付款,应付货款,陕西重型汽车有限公司,658800,658800.0,PPS-202606-504,LDJT-2026-014-HYJT-10627,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-18,戚德慧,商业承兑汇票,已付款,658800,2026-06-22,--,--
PREQ-20260618-0028,全部付款,应付货款,陕西重型汽车有限公司,329400,329400.0,PPS-202606-394,LDJT-2026-014-HYJT-09097,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,王晓琪,2026-06-18,戚德慧,商业承兑汇票,已付款,329400,2026-06-22,--,--
PREQ-20260618-0025,全部付款,应付货款,长治市昌昊汽车销售服务有限公司,329400,329400.0,PPS-202605-1920,LDJT-2026-014-CZCH-11898,长治市昌昊汽车销售服务有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-18,戚德慧,商业承兑汇票,已付款,329400,2026-06-22,--,--
PREQ-20260618-0022,全部付款,应付货款,山西迅荣新能源科技有限公司,329400,329400.0,PPS-202605-559,LDJT-2026-014-SXXR-08699,山西迅荣新能源科技有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-18,戚德慧,汇款,已付款,329400,2026-06-18,--,--
PREQ-20260617-0064,全部付款,应付货款,山西欧依重型汽车销售有限公司,2305800,2305800.0,PPS-202604-1988,LDJT-2026-014-LGT-08473,西安陆港通新能源科技有限公司,采购业务,--,--,--,事业二部四组,蒙迪,2026-06-17,戚德慧,汇款,已付款,2305800,2026-06-18,--,--
PREQ-20260617-0057,全部付款,应付货款,运城市昊通汽贸有限公司,3294000,3294000.0,PPS-202606-636,LDJT-2026-014-HTQM-12264,运城市昊通汽贸有限公司,采购业务,--,--,--,事业二部三组,马琛超,2026-06-17,戚德慧,商业承兑汇票,已付款,3294000,2026-06-18,--,--
PREQ-20260617-0055,全部付款,应付货款,陕西重型汽车有限公司,3294000,3294000.0,PPS-202605-1773,LDJT-2026-014-HYJT-11107,山西华源晋通汽贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-17,戚德慧,商业承兑汇票,已付款,3294000,2026-06-18,--,--
PREQ-20260617-0059,全部付款,应付货款,陕西重型汽车有限公司,432800,432800.0,PPS-202604-1290,LDJT-2026-014-PCZC-07478,蒲城尊驰汽车销售有限公司,采购业务,--,--,--,事业二部四组,蒙迪,2026-06-17,戚德慧,商业承兑汇票,已付款,432800,2026-06-18,--,--
PREQ-20260617-0058,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202605-228,LDJT-2026-014-KYDD-09297,阳泉卡友地带汽车贸易有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-17,戚德慧,商业承兑汇票,已付款,329400,2026-06-18,--,--
PREQ-20260617-0052,全部付款,应付货款,山西忻胜通用汽车科技有限公司,658800,658800.0,PPS-202605-1144,LDJT-2026-014-XSTY-10700,山西忻胜通用汽车科技有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-17,戚德慧,商业承兑汇票,已付款,658800,2026-06-18,--,--
PREQ-20260617-0044,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202605-1633,LDJT-2026-014-SXJH-09576,山西嘉海运输有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-17,戚德慧,商业承兑汇票,已付款,329400,2026-06-18,--,--
PREQ-20260617-0042,全部付款,应付货款,质子汽车科技有限公司,424100,424100.0,PPS-202605-561,LDJT-2026-014-CQGH-09070,重庆冠浩汽车租赁有限公司,采购业务,--,--,--,事业二部四组,蒙迪,2026-06-17,戚德慧,汇款,已付款,63511.95,2026-06-18,--,--
PREQ-20260617-0042,全部付款,应付货款,质子汽车科技有限公司,424100,424100.0,PPS-202605-561,LDJT-2026-014-CQGH-09070,重庆冠浩汽车租赁有限公司,采购业务,--,--,--,事业二部四组,蒙迪,2026-06-17,戚德慧,商业承兑汇票,已付款,360588.05,2026-06-18,--,--
PREQ-20260617-0040,全部付款,应付货款,徐州徐工新能源汽车有限公司,4941000,4941000.0,PPS-202604-1816,LDJT-2026-014-SXWC-02772,山西伟超物流有限公司,采购业务,--,--,--,事业二部二组,田若成,2026-06-17,戚德慧,商业承兑汇票,已付款,4941000,2026-06-18,--,--
PREQ-20260617-0031,全部付款,应付货款,山西欧依重型汽车销售有限公司,658800,658800.0,PPS-202604-185,LDJT-2026-014-TXSTSF-05653,山西土鑫升土石方工程有限公司,采购业务,--,--,--,事业二部二组,张旺龙,2026-06-17,戚德慧,汇款,已付款,658800,2026-06-18,--,--
PREQ-20260612-0057,全部付款,应付货款,徐州徐工新能源汽车有限公司,329400,329400.0,PPS-202605-1252,LDJT-2026-014-JCSXDY-10486,晋城市新动源商贸有限公司,采购业务,--,--,--,事业二部三组,白昊昊,2026-06-15,戚德慧,商业承兑汇票,已付款,329400,2026-06-17,--,--
PREQ-20260615-0102,全部付款,应付货款,陕西重型汽车有限公司,988200,988200.0,PPS-202606-484,LDJT-2026-014-JZZB-12345,晋中众邦汽车销售服务有限公司,采购业务,--,--,--,事业二部一组,范雨农,2026-06-15,戚德慧,商业承兑汇票,已付款,988200,2026-06-16,--,--
PREQ-20260615-0093,全部付款,应付货款,徐州徐工新能源汽车有限公司,1647000,1647000.0,PPS-202604-2086,LDJT-2026-014-EHYS-08190,大同市二红运输有限公司,采购业务,--,--,--,事业二部一组,秦凯琪,2026-06-15,戚德慧,商业承兑汇票,已付款,1647000,2026-06-16,--,--
